Cue,Answer,Shuffle,Stimuli Notes,Value
COLD,CHILL,ON,F,114
LOVE,AFFECTION,ON,F,115
FLIP,TURN,ON,B,116
WINDSHIELD,CAR,ON,B,117
VILLAIN,BAD,ON,B,118
PENGUIN,BIRD,ON,B,119
ACTRESS,STAR,ON,B,120
THIMBLE,THREAD,ON,B,121
REVENGE,EVEN,ON,B,122
BALLOON,POP,ON,B,123
STRAWBERRY,FRUIT,ON,B,124
FAVORITE,BEST,ON,B,125
PANTHER,CAT,ON,B,126
BREAKABLE,GLASS,ON,B,127
COFFIN,DEAD,ON,B,128
AIRCRAFT,PLANE,ON,B,129
SARDINE,FISH,ON,B,130
LEAGUE,BASEBALL,ON,B,131
BANKER,MONEY,ON,B,132
TRUTHFUL,HONEST,ON,B,133
NAP,SLEEP,ON,B,134
BRAWL,FIGHT,ON,B,135
SHAVE,RAZOR,ON,S,136
EQUAL,RIGHTS,ON,S,137
JAR,MASON,ON,S,138
WAX,CANDLE,ON,S,139
BRACELET,WRIST,ON,S,140
CARBON,ELEMENT,ON,S,141
AWAY,GONE,ON,S,142
DRINK,WATER,ON,S,143
GROUND,EARTH,ON,S,144
LONELY,ALONE,ON,S,145
WET,DRY,ON,S,146
SEATBELT,SAFETY,ON,S,147
LIE,TRUTH,ON,S,148
COMMUNICATION,PHONE,ON,S,149
REEL,ROD,ON,S,150
TICK,FLEA,ON,S,151
NOISE,LOUD,ON,S,152
HAVE,OWN,ON,S,153
TEMPER,TANTRUM,ON,S,154
TAN,SUN,ON,S,155
MAROON                   ,JUSTICE                  ,ON,U,156
CLOTH,STRETCH,ON,U,157
STEAK,GIVE,ON,U,158
ELECTION,MAZE,ON,U,159
CHARM,VEHICLE,ON,U,160
OBTAIN,MEAT,ON,U,161
ABLE,CRACKLE,ON,U,162
SHAKE,Shell,ON,U,163
FICTION,LISTEN,ON,U,164
JOKE,KEYS,ON,U,165
CLOTHES,CAKE,ON,U,166
HATE                     ,NAME                     ,ON,U,167
BANG,FUZZY,ON,U,168
CLEAR                    ,MOAT                     ,ON,U,169
TOIL                     ,LEASE                    ,ON,U,170
SIGN                     ,LOAN                     ,ON,U,171
OUNCE                    ,BOTH                     ,ON,U,172
Morning,TEMPERATURE,ON,U,173
CHILDREN,MIRROR,ON,U,174
SCAR                     ,MAIN                     ,ON,U,175
WEAKS,DAYS,OFF,Buffer,176
YEAR,MONTH,OFF,Buffer,177
SHED,TOOL,OFF,Buffer,178
MARCH,SPRING,OFF,Buffer,179
SPOOKY,OCTOBER,OFF,Buffer,180
AARDVARK,ZOO,ON,PRACTICE,181
DEAF,MUTE,ON,PRACTICE,182
HAM,BONE,ON,PRACTICE,183
PADDLE,ROW,ON,PRACTICE,184
HINGE,SWING,ON,PRACTICE,185
DISBELIEVE,SKEPTIC,ON,PRACTICE,186
CHOCOLATE,BAR,ON,PRACTICE,187
CHIME,MUSIC,ON,PRACTICE,188
BEHAVIOR,SOCIAL,ON,PRACTICE,189
FASHION,MODEL,ON,PRACTICE,190
