Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,10,"Please study each of the following word pairs. Remember that your memory will be tested! When finished, press Enter to move to the next pair.",Initial_Instruct,Instruct1
92,Study,User,-,,Study/JOL,BUFFER
93,Study,User,-,,Study/JOL,BUFFER
94,Study,User,-,,Study/JOL,BUFFER
95,Study,User,-,,Study/JOL,BUFFER
96,Study,User,-,,Study/JOL,BUFFER
97,Study,User,-,,Study/JOL,Study Phase
98,Study,User,-,,Study/JOL,Study Phase
99,Study,User,-,,Study/JOL,Study Phase
100,Study,User,-,,Study/JOL,Study Phase
101,Study,User,-,,Study/JOL,Study Phase
102,Study,User,-,,Study/JOL,Study Phase
103,Study,User,-,,Study/JOL,Study Phase
104,Study,User,-,,Study/JOL,Study Phase
105,Study,User,-,,Study/JOL,Study Phase
106,Study,User,-,,Study/JOL,Study Phase
107,Study,User,-,,Study/JOL,Study Phase
108,Study,User,-,,Study/JOL,Study Phase
109,Study,User,-,,Study/JOL,Study Phase
110,Study,User,-,,Study/JOL,Study Phase
111,Study,User,-,,Study/JOL,Study Phase
112,Study,User,-,,Study/JOL,Study Phase
113,Study,User,-,,Study/JOL,Study Phase
114,Study,User,-,,Study/JOL,Study Phase
115,Study,User,-,,Study/JOL,Study Phase
116,Study,User,-,,Study/JOL,Study Phase
117,Study,User,-,,Study/JOL,Study Phase
118,Study,User,-,,Study/JOL,Study Phase
119,Study,User,-,,Study/JOL,Study Phase
120,Study,User,-,,Study/JOL,Study Phase
121,Study,User,-,,Study/JOL,Study Phase
122,Study,User,-,,Study/JOL,Study Phase
123,Study,User,-,,Study/JOL,Study Phase
124,Study,User,-,,Study/JOL,Study Phase
125,Study,User,-,,Study/JOL,Study Phase
126,Study,User,-,,Study/JOL,Study Phase
127,Study,User,-,,Study/JOL,Study Phase
128,Study,User,-,,Study/JOL,Study Phase
129,Study,User,-,,Study/JOL,Study Phase
130,Study,User,-,,Study/JOL,Study Phase
131,Study,User,-,,Study/JOL,Study Phase
132,Study,User,-,,Study/JOL,Study Phase
133,Study,User,-,,Study/JOL,Study Phase
134,Study,User,-,,Study/JOL,Study Phase
135,Study,User,-,,Study/JOL,Study Phase
136,Study,User,-,,Study/JOL,Study Phase
137,Study,User,-,,Study/JOL,Study Phase
138,Study,User,-,,Study/JOL,Study Phase
139,Study,User,-,,Study/JOL,Study Phase
140,Study,User,-,,Study/JOL,Study Phase
141,Study,User,-,,Study/JOL,Study Phase
142,Study,User,-,,Study/JOL,Study Phase
143,Study,User,-,,Study/JOL,Study Phase
144,Study,User,-,,Study/JOL,Study Phase
145,Study,User,-,,Study/JOL,Study Phase
146,Study,User,-,,Study/JOL,Study Phase
147,Study,User,-,,Study/JOL,Study Phase
148,Study,User,-,,Study/JOL,Study Phase
149,Study,User,-,,Study/JOL,Study Phase
150,Study,User,-,,Study/JOL,Study Phase
151,Study,User,-,,Study/JOL,Study Phase
152,Study,User,-,,Study/JOL,Study Phase
153,Study,User,-,,Study/JOL,Study Phase
154,Study,User,-,,Study/JOL,Study Phase
