Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,1,2020-07-31T07:39:49-07:00,14.690082073212,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of word pairs. As you study, you will be asked to rate your ability to remember the second item in the pair if you were only shown the first at test. You will make these ratings using a 0 to 100 Scale.",,Instruct13,14303,,,-1,-1,,,,,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,2,2020-07-31T07:40:00-07:00,11.241806030273,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,,,,,,0,Instruct,-,10,"For example, if you are given the pair CAT - DOG, a rating of 0 indicates that you would not remember DOG at test, while a rating of 100 indicates full certainty that you would remember the word DOG at test.",,Instruct14,10792,,,-1,-1,,,,,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,3,2020-07-31T07:40:13-07:00,13.229864835739,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,,,,,,0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15,12843,,,-1,-1,,,,,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,4,2020-07-31T07:40:20-07:00,6.672779083252,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,,,,,,0,Instruct,-,5,"You will now complete a practice session. Please study the following items and rate your ability to remember them.",,Instruct17,5644,,,-1,-1,,,,,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,5,2020-07-31T07:40:30-07:00,10.072001934052,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,HAM,BONE,PRACTICE,PRACTICE,183,191,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,9519,,,8835,8973,,,,55,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,6,2020-07-31T07:40:38-07:00,8.3806610107422,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,AARDVARK,ZOO,PRACTICE,PRACTICE,181,185,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,7981,,,3063,3531,,,,30,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,7,2020-07-31T07:40:47-07:00,8.9234230518341,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,DEAF,MUTE,PRACTICE,PRACTICE,182,186,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,8556,,,7532,7735,,,,47,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,8,2020-07-31T07:40:52-07:00,4.7869770526886,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,CHIME,MUSIC,PRACTICE,PRACTICE,188,183,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,4418,,,3814,4060,,,,65,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,9,2020-07-31T07:40:56-07:00,3.8427400588989,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,HINGE,SWING,PRACTICE,PRACTICE,185,190,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,3490,,,2809,3069,,,,25,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,10,2020-07-31T07:41:01-07:00,4.9468607902527,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,DISBELIEVE,SKEPTIC,PRACTICE,PRACTICE,186,188,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,4565,,,3746,4124,,,,60,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,11,2020-07-31T07:41:05-07:00,4.3393352031708,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,FASHION,MODEL,PRACTICE,PRACTICE,190,184,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,3735,,,2110,3280,,,,95,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,12,2020-07-31T07:41:09-07:00,3.6549158096313,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,PADDLE,ROW,PRACTICE,PRACTICE,184,182,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,3325,,,2807,2963,,,,55,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,13,2020-07-31T07:41:13-07:00,3.9807832241058,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,BEHAVIOR,SOCIAL,PRACTICE,PRACTICE,189,189,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,3615,,,2691,3054,,,,50,1
w10084213_amm,01ku9qak2y,Emily_Honors_Thesis_Part_2,1,14,2020-07-31T07:41:16-07:00,3.5488078594208,14,versionA_stim_BACKWARD.csv,BACKWARD_READ_JOLVersionB.csv,"BACKWARD READ VERSION B",NEW,CHOCOLATE,BAR,PRACTICE,PRACTICE,187,187,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,PRACTICE,3149,,,1800,2496,,,,100,1
