Cue,Answer,Shuffle,Stimuli Notes,Value
STAR,ACTRESS,ON2,B,120
THREAD,THIMBLE,ON2,B,121
EVEN,REVENGE,ON2,B,122
POP,BALLOON,ON2,B,123
FRUIT,STRAWBERRY,ON2,B,124
BEST,FAVORITE,ON2,B,125
CAT,PANTHER,ON2,B,126
GLASS,BREAKABLE,ON2,B,127
DEAD,COFFIN,ON2,B,128
PLANE,AIRCRAFT,ON2,B,129
FISH,SARDINE,ON2,B,130
BASEBALL,LEAGUE,ON2,B,131
MONEY,BANKER,ON2,B,132
HONEST,TRUTHFUL,ON2,B,133
SLEEP,NAP,ON2,B,134
FIGHT,BRAWL,ON2,B,135
RAZOR,SHAVE,ON2,S,136
RIGHTS,EQUAL,ON2,S,137
MASON,JAR,ON2,S,138
CANDLE,WAX,ON2,S,139
WRIST,BRACELET,ON2,S,140
ELEMENT,CARBON,ON2,S,141
GONE,AWAY,ON2,S,142
WATER,DRINK,ON2,S,143
EARTH,GROUND,ON2,S,144
ALONE,LONELY,ON2,S,145
DRY,WET,ON2,S,146
SAFETY,SEATBELT,ON2,S,147
TRUTH,LIE,ON2,S,148
PHONE,COMMUNICATION,ON2,S,149
ROD,REEL,ON2,S,150
FLEA,TICK,ON2,S,151
LOUD,NOISE,ON2,S,152
OWN,HAVE,ON2,S,153
TANTRUM,TEMPER,ON2,S,154
SUN,TAN,ON2,S,155
JUSTICE                  ,MAROON                   ,ON2,U,156
STRETCH,CLOTH,ON2,U,157
GIVE,STEAK,ON2,U,158
MAZE,ELECTION,ON2,U,159
VEHICLE,CHARM,ON2,U,160
MEAT,OBTAIN,ON2,U,161
CRACKLE,ABLE,ON2,U,162
SHELL,SHAKE,ON2,U,163
LISTEN,FICTION,ON2,U,164
KEYS,JOKE,ON2,U,165
CAKE,CLOTHES,ON2,U,166
NAME                     ,HATE                     ,ON2,U,167
FUZZY,BANG,ON2,U,168
MOAT                     ,CLEAR                    ,ON2,U,169
LEASE                    ,TOIL                     ,ON2,U,170
LOAN                     ,SIGN                     ,ON2,U,171
BOTH                     ,OUNCE                    ,ON2,U,172
TEMPERATURE,MORNING,ON2,U,173
MIRROR,CHILDREN,ON2,U,174
MAIN                     ,SCAR                     ,ON2,U,175
DAYS,WEAKS,Buffer3,Buffer,176
MONTH,YEAR,Buffer3,Buffer,177
TOOL,SHED,Buffer3,Buffer,178
SPRING,MARCH,Buffer3,Buffer,179
OCTOBER,SPOOKY,Buffer3,Buffer,180
AARDVARK,ZOO,PRACTICE,PRACTICE,181
DEAF,MUTE,PRACTICE,PRACTICE,182
HAM,BONE,PRACTICE,PRACTICE,183
PADDLE,ROW,PRACTICE,PRACTICE,184
HINGE,SWING,PRACTICE,PRACTICE,185
DISBELIEVE,SKEPTIC,PRACTICE,PRACTICE,186
CHOCOLATE,BAR,PRACTICE,PRACTICE,187
CHIME,MUSIC,PRACTICE,PRACTICE,188
BEHAVIOR,SOCIAL,PRACTICE,PRACTICE,189
FASHION,MODEL,PRACTICE,PRACTICE,190
